region,sexo,edad,educc,activ,yoprcor,ypchtotcor,pueblos_indigenas,lugar_nac,pobreza
7,Mujer,42,Superior completa,Inactivo/a,NA,283333,No pertenece,Nacido/a en Chile,Pobreza por ingresos
2,Hombre,70,Superior completa,Inactivo/a,NA,420000,No pertenece,Nacido/a en Chile,No pobre
14,Mujer,20,Superior incompleta,Inactivo/a,NA,625996,No pertenece,Nacido/a en Chile,No pobre
1,Mujer,61,Media completa,Inactivo/a,NA,400498,Pertenece,Nacido/a en Chile,No pobre
13,Mujer,65,Media completa,Inactivo/a,NA,490265,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,2,Sin educación formal,NA,NA,341292,No pertenece,Nacido/a en Chile,No pobre
11,Mujer,37,Superior incompleta,Ocupado/a,650000,1050000,No pertenece,Nacido/a en Chile,No pobre
3,Mujer,62,Básica incompleta,Ocupado/a,50000,576294,No pertenece,Nacido/a en Chile,Pobreza multidimensional
5,Hombre,18,Media incompleta,Inactivo/a,NA,358494,No pertenece,Nacido/a en Chile,Pobreza multidimensional
10,Mujer,57,Básica completa,Inactivo/a,NA,472884,Pertenece,Nacido/a en Chile,Pobreza por ingresos
5,Mujer,50,Media completa,Inactivo/a,NA,175996,No pertenece,Nacido/a en Chile,Pobreza por ingresos
6,Mujer,45,Superior completa,Ocupado/a,3500000,1590000,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,44,Superior completa,Inactivo/a,NA,739954,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,12,Básica incompleta,NA,NA,284584,No pertenece,Nacido/a en Chile,No pobre
5,Hombre,71,Media completa,Ocupado/a,150000,390069,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,63,Básica completa,Ocupado/a,110000,377148,No pertenece,Nacido/a en Chile,Pobreza severa
13,Mujer,64,Básica completa,Inactivo/a,NA,184765,No pertenece,Nacido/a en Chile,Pobreza por ingresos
9,Mujer,70,Básica incompleta,Ocupado/a,120000,542490,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,19,Superior incompleta,Inactivo/a,NA,199139,No pertenece,Nacido/a fuera de Chile,Pobreza por ingresos
11,Hombre,58,Sin educación formal,Inactivo/a,NA,2531945,No pertenece,Nacido/a en Chile,No pobre
16,Hombre,56,Básica incompleta,Ocupado/a,500000,370196,No pertenece,Nacido/a en Chile,Pobreza multidimensional
5,Mujer,61,Media incompleta,Inactivo/a,NA,406128,No pertenece,Nacido/a en Chile,Pobreza multidimensional
13,Mujer,54,Media completa,Inactivo/a,NA,268964,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,76,Básica incompleta,Inactivo/a,NA,407189,No pertenece,Nacido/a en Chile,No pobre
16,Mujer,65,Media completa,Inactivo/a,NA,464296,No pertenece,Nacido/a en Chile,Pobreza por ingresos
5,Mujer,63,Superior incompleta,Ocupado/a,480000,390000,No pertenece,Nacido/a fuera de Chile,No pobre
2,Mujer,12,Básica incompleta,NA,NA,271512,No pertenece,Nacido/a fuera de Chile,Pobreza multidimensional
13,Hombre,2,Sin educación formal,NA,NA,296514,No pertenece,Nacido/a en Chile,No pobre
7,Hombre,23,Media completa,Ocupado/a,500000,743333,No pertenece,Nacido/a en Chile,No pobre
7,Mujer,80,Básica completa,Inactivo/a,NA,514000,No pertenece,Nacido/a en Chile,Pobreza por ingresos
10,Hombre,5,Sin educación formal,NA,NA,248766,No pertenece,Nacido/a en Chile,Pobreza multidimensional
13,Hombre,74,Básica incompleta,Inactivo/a,NA,291996,No pertenece,Nacido/a en Chile,NA
14,Mujer,74,Media incompleta,Inactivo/a,NA,316692,No pertenece,Nacido/a en Chile,Pobreza por ingresos
5,Hombre,11,Básica incompleta,NA,NA,1815667,No pertenece,Nacido/a en Chile,No pobre
9,Mujer,24,Superior completa,Ocupado/a,900000,925037,No pertenece,Nacido/a en Chile,No pobre
1,Mujer,41,Media incompleta,Ocupado/a,650000,270278,No pertenece,Nacido/a fuera de Chile,Pobreza multidimensional
10,Mujer,71,Básica incompleta,Inactivo/a,NA,325000,Pertenece,Nacido/a en Chile,Pobreza por ingresos
1,Hombre,15,Media incompleta,Inactivo/a,NA,248748,No pertenece,Nacido/a en Chile,No pobre
3,Hombre,15,Media incompleta,Inactivo/a,NA,675729,No pertenece,Nacido/a en Chile,No pobre
3,Hombre,5,Sin educación formal,NA,NA,167471,No pertenece,Nacido/a en Chile,Pobreza severa
13,Mujer,70,Básica incompleta,Inactivo/a,NA,168574,No pertenece,NA,Pobreza severa
8,Mujer,42,Superior completa,Ocupado/a,500000,516030,No pertenece,Nacido/a fuera de Chile,No pobre
8,Hombre,13,Básica completa,NA,NA,442620,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,8,Básica incompleta,NA,NA,381432,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,59,Superior completa,Ocupado/a,3000000,2400000,No pertenece,Nacido/a en Chile,No pobre
16,Hombre,56,Media incompleta,Ocupado/a,1000000,1094834,No pertenece,Nacido/a en Chile,No pobre
1,Mujer,69,Media completa,Inactivo/a,NA,710895,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,47,Media completa,Ocupado/a,200000,376111,No pertenece,Nacido/a en Chile,No pobre
4,Hombre,54,Media completa,Desocupado/a,NA,266667,No pertenece,Nacido/a en Chile,Pobreza severa
12,Hombre,4,Sin educación formal,NA,NA,300608,Pertenece,Nacido/a en Chile,Pobreza por ingresos
13,Mujer,52,Media incompleta,Ocupado/a,500000,439884,No pertenece,Nacido/a en Chile,Pobreza multidimensional
12,Hombre,66,Media incompleta,Ocupado/a,1000000,1780000,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,50,Media incompleta,Inactivo/a,NA,348000,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,46,Superior completa,Ocupado/a,1000000,1471667,No pertenece,Nacido/a en Chile,No pobre
10,Mujer,26,Superior incompleta,Ocupado/a,140000,206475,Pertenece,Nacido/a en Chile,Pobreza multidimensional
5,Mujer,32,Superior completa,Ocupado/a,400000,553889,No pertenece,Nacido/a en Chile,Pobreza multidimensional
16,Mujer,61,Media completa,Inactivo/a,NA,830000,No pertenece,Nacido/a en Chile,No pobre
3,Hombre,59,Superior completa,Ocupado/a,1500000,1736111,No pertenece,Nacido/a en Chile,No pobre
14,Mujer,43,Superior completa,Ocupado/a,1200000,405524,No pertenece,Nacido/a en Chile,No pobre
5,Hombre,24,Superior incompleta,Desocupado/a,NA,271432,No pertenece,Nacido/a en Chile,No pobre
9,Mujer,38,Superior completa,Ocupado/a,1800000,1141500,Pertenece,Nacido/a en Chile,No pobre
13,Hombre,62,Básica completa,Ocupado/a,550000,383167,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,13,Básica incompleta,NA,NA,228611,No pertenece,Nacido/a en Chile,Pobreza por ingresos
6,Mujer,73,Superior completa,Inactivo/a,NA,811667,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,63,Media completa,Ocupado/a,500000,544524,Pertenece,Nacido/a en Chile,No pobre
3,Hombre,0,Sin educación formal,NA,NA,742043,No pertenece,Nacido/a en Chile,No pobre
7,Mujer,33,Superior completa,Ocupado/a,750000,485039,No pertenece,Nacido/a en Chile,No pobre
10,Mujer,45,Superior completa,Inactivo/a,NA,476042,No pertenece,Nacido/a en Chile,No pobre
14,Mujer,70,Básica incompleta,Inactivo/a,NA,360380,No pertenece,Nacido/a en Chile,No pobre
12,Hombre,7,Básica incompleta,NA,NA,327667,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,75,Básica incompleta,Inactivo/a,NA,392643,No pertenece,Nacido/a en Chile,No pobre
14,Hombre,10,Básica incompleta,NA,NA,153942,No pertenece,Nacido/a en Chile,Pobreza por ingresos
8,Hombre,8,Básica incompleta,NA,NA,240721,No pertenece,Nacido/a en Chile,Pobreza por ingresos
8,Hombre,32,Superior completa,Ocupado/a,900000,359046,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,26,Superior incompleta,Desocupado/a,NA,850000,Pertenece,Nacido/a en Chile,No pobre
13,Mujer,58,Media completa,Inactivo/a,NA,346469,No pertenece,Nacido/a en Chile,Pobreza por ingresos
16,Hombre,40,Superior completa,Desocupado/a,NA,601695,No pertenece,Nacido/a en Chile,No pobre
12,Mujer,41,Superior incompleta,Inactivo/a,NA,366991,Pertenece,Nacido/a en Chile,No pobre
13,Mujer,45,Superior completa,Ocupado/a,800000,979599,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,26,Básica incompleta,Ocupado/a,400000,295448,Pertenece,Nacido/a en Chile,Pobreza multidimensional
8,Hombre,59,Básica incompleta,Inactivo/a,NA,301000,No pertenece,Nacido/a en Chile,No pobre
6,Mujer,33,Media incompleta,Ocupado/a,480000,286429,No pertenece,Nacido/a en Chile,No pobre
16,Mujer,14,Media incompleta,NA,NA,511425,No pertenece,Nacido/a en Chile,No pobre
14,Hombre,55,Superior completa,Ocupado/a,1800000,1706944,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,49,Media completa,Ocupado/a,80000,346872,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,3,Sin educación formal,NA,NA,207180,No pertenece,Nacido/a en Chile,Pobreza multidimensional
8,Hombre,90,Media completa,Inactivo/a,NA,427146,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,55,Superior completa,Ocupado/a,6000000,3018750,No pertenece,Nacido/a en Chile,No pobre
2,Hombre,19,Superior incompleta,Desocupado/a,NA,164162,No pertenece,Nacido/a en Chile,Pobreza severa
13,Hombre,12,Básica incompleta,NA,NA,273333,No pertenece,Nacido/a fuera de Chile,No pobre
13,Mujer,50,Superior completa,Inactivo/a,NA,312500,No pertenece,Nacido/a en Chile,No pobre
14,Mujer,23,Superior incompleta,Desocupado/a,NA,597790,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,69,Superior completa,Inactivo/a,NA,642084,No pertenece,Nacido/a en Chile,No pobre
10,Mujer,9,Básica incompleta,NA,NA,176114,No pertenece,Nacido/a en Chile,Pobreza por ingresos
14,Mujer,10,Básica incompleta,NA,NA,325786,No pertenece,Nacido/a en Chile,NA
8,Hombre,76,Básica completa,Inactivo/a,NA,445000,No pertenece,Nacido/a en Chile,No pobre
2,Mujer,54,Media completa,Inactivo/a,NA,490996,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,62,Media completa,Inactivo/a,NA,412500,No pertenece,Nacido/a en Chile,No pobre
14,Mujer,28,Media completa,Ocupado/a,500000,406667,Pertenece,Nacido/a en Chile,Pobreza multidimensional
2,Mujer,45,Media completa,Inactivo/a,NA,333333,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,50,Media completa,Ocupado/a,500000,1173000,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,10,Básica incompleta,NA,NA,301888,Pertenece,Nacido/a en Chile,No pobre
13,Hombre,43,Media completa,Ocupado/a,1000000,1022083,No pertenece,Nacido/a en Chile,No pobre
9,Hombre,2,Sin educación formal,NA,NA,155835,Pertenece,Nacido/a en Chile,Pobreza severa
13,Hombre,62,Superior incompleta,Ocupado/a,700000,1179833,No pertenece,Nacido/a en Chile,No pobre
9,Mujer,15,Media incompleta,Inactivo/a,NA,400000,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,44,Superior completa,Ocupado/a,800000,275494,No pertenece,Nacido/a en Chile,No pobre
11,Hombre,44,Media completa,Ocupado/a,1600000,994167,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,28,Superior completa,Ocupado/a,500000,486900,Pertenece,Nacido/a en Chile,No pobre
13,Mujer,50,Media completa,Inactivo/a,NA,625000,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,34,Superior completa,Desocupado/a,NA,462859,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,64,Media completa,Inactivo/a,NA,317266,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,50,Media completa,Ocupado/a,600000,381045,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,58,Media completa,Inactivo/a,NA,732000,No pertenece,Nacido/a en Chile,No pobre
7,Mujer,57,Básica completa,Inactivo/a,NA,261095,No pertenece,Nacido/a en Chile,Pobreza multidimensional
11,Hombre,66,Superior incompleta,Ocupado/a,550000,950000,No pertenece,Nacido/a en Chile,No pobre
6,Mujer,68,Básica incompleta,Inactivo/a,NA,413222,No pertenece,Nacido/a en Chile,No pobre
3,Mujer,65,Media completa,Inactivo/a,NA,1096296,Pertenece,Nacido/a en Chile,No pobre
15,Mujer,53,Media completa,Ocupado/a,300000,455750,No pertenece,Nacido/a en Chile,No pobre
3,Hombre,23,Superior incompleta,Ocupado/a,500000,180912,Pertenece,Nacido/a en Chile,No pobre
5,Hombre,35,Superior completa,Ocupado/a,1500000,1469916,No pertenece,Nacido/a en Chile,No pobre
3,Hombre,79,Básica incompleta,Inactivo/a,NA,314296,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,31,Superior completa,Ocupado/a,800000,763893,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,41,Básica incompleta,Ocupado/a,NA,197531,No pertenece,Nacido/a en Chile,Pobreza por ingresos
15,Hombre,37,Media completa,Inactivo/a,NA,392864,Pertenece,Nacido/a en Chile,NA
10,Hombre,93,Media completa,Inactivo/a,NA,513294,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,58,Básica completa,Ocupado/a,200000,266432,No pertenece,Nacido/a en Chile,Pobreza multidimensional
1,Mujer,33,Superior incompleta,Ocupado/a,488000,328495,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,26,Superior completa,Ocupado/a,500000,2670834,No pertenece,Nacido/a en Chile,No pobre
16,Mujer,34,Superior completa,Ocupado/a,750000,1300000,No pertenece,Nacido/a en Chile,No pobre
9,Mujer,57,Básica completa,Ocupado/a,350000,273598,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,54,Básica incompleta,Ocupado/a,200000,251194,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,27,Superior completa,Ocupado/a,400000,350000,No pertenece,Nacido/a en Chile,No pobre
5,Hombre,35,Media completa,Desocupado/a,NA,339352,No pertenece,Nacido/a en Chile,No pobre
4,Hombre,22,Media completa,Ocupado/a,200000,400000,No pertenece,Nacido/a en Chile,No pobre
14,Mujer,57,Básica incompleta,Inactivo/a,NA,398549,No pertenece,Nacido/a en Chile,No pobre
12,Mujer,91,Básica completa,Inactivo/a,NA,261068,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,70,Media completa,Ocupado/a,400000,1260833,No pertenece,Nacido/a en Chile,No pobre
5,Hombre,25,Superior incompleta,Desocupado/a,NA,380000,No pertenece,Nacido/a en Chile,Pobreza por ingresos
6,Hombre,7,Básica incompleta,NA,NA,207392,Pertenece,Nacido/a en Chile,Pobreza por ingresos
13,Hombre,29,Superior completa,Ocupado/a,500000,350000,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,19,Media completa,Inactivo/a,NA,274111,No pertenece,Nacido/a en Chile,No pobre
5,Hombre,39,Media incompleta,Ocupado/a,600000,526042,No pertenece,Nacido/a en Chile,No pobre
14,Mujer,27,Superior completa,Ocupado/a,1200000,1360000,No pertenece,Nacido/a en Chile,No pobre
4,Mujer,37,Media completa,Inactivo/a,NA,303750,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,37,Media completa,Ocupado/a,300000,349409,No pertenece,Nacido/a en Chile,No pobre
12,Mujer,40,Superior completa,Ocupado/a,1000000,2516667,No pertenece,Nacido/a en Chile,No pobre
6,Mujer,35,Superior incompleta,Ocupado/a,500000,200833,No pertenece,Nacido/a fuera de Chile,Pobreza por ingresos
13,Mujer,26,Superior incompleta,Desocupado/a,NA,699375,No pertenece,Nacido/a en Chile,No pobre
2,Mujer,31,Superior completa,Ocupado/a,4000000,3850000,No pertenece,Nacido/a fuera de Chile,No pobre
9,Mujer,58,Básica completa,Ocupado/a,250000,251991,No pertenece,Nacido/a en Chile,Pobreza por ingresos
13,Hombre,9,Básica incompleta,NA,NA,2082917,No pertenece,Nacido/a en Chile,No pobre
10,Mujer,61,Media completa,Ocupado/a,400000,807329,No pertenece,Nacido/a en Chile,No pobre
9,Mujer,34,Superior incompleta,Ocupado/a,460000,243221,Pertenece,Nacido/a en Chile,Pobreza multidimensional
1,Mujer,22,Superior completa,Ocupado/a,900000,975000,No pertenece,Nacido/a en Chile,No pobre
3,Hombre,50,Media completa,Inactivo/a,NA,578864,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,47,Superior completa,Ocupado/a,NA,350000,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,66,Media incompleta,Ocupado/a,400000,672046,Pertenece,Nacido/a en Chile,No pobre
13,Hombre,28,Media completa,Ocupado/a,500000,572379,No pertenece,Nacido/a en Chile,Pobreza multidimensional
11,Mujer,5,Sin educación formal,NA,NA,1175000,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,58,Media completa,Ocupado/a,200000,483667,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,70,Media completa,Inactivo/a,NA,536333,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,66,Media incompleta,Ocupado/a,50000,341667,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,50,Superior completa,Ocupado/a,150000,219278,No pertenece,Nacido/a en Chile,Pobreza por ingresos
15,Hombre,35,Media incompleta,Inactivo/a,NA,324762,No pertenece,Nacido/a en Chile,Pobreza multidimensional
13,Hombre,47,Superior completa,Ocupado/a,800000,695477,No pertenece,Nacido/a en Chile,No pobre
9,Hombre,22,Media completa,Ocupado/a,90000,174088,No pertenece,Nacido/a en Chile,Pobreza multidimensional
9,Mujer,73,Media completa,Inactivo/a,NA,494222,No pertenece,Nacido/a en Chile,No pobre
8,Hombre,37,Media completa,Desocupado/a,NA,174210,No pertenece,Nacido/a en Chile,Pobreza severa
2,Mujer,51,NA,Inactivo/a,NA,615941,Pertenece,Nacido/a en Chile,No pobre
5,Hombre,81,Media incompleta,Inactivo/a,NA,355750,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,36,Superior completa,Ocupado/a,2500000,3355001,No pertenece,Nacido/a en Chile,No pobre
16,Hombre,62,Media incompleta,Inactivo/a,NA,188773,No pertenece,Nacido/a en Chile,Pobreza severa
16,Hombre,54,Media completa,Ocupado/a,502000,652000,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,82,Media incompleta,Inactivo/a,NA,347089,No pertenece,Nacido/a en Chile,No pobre
15,Mujer,17,Media completa,Inactivo/a,NA,283333,No pertenece,Nacido/a fuera de Chile,Pobreza multidimensional
8,Mujer,36,Superior completa,Ocupado/a,800000,573157,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,57,Media completa,Ocupado/a,270000,199387,No pertenece,Nacido/a en Chile,Pobreza por ingresos
8,Mujer,15,Media incompleta,Inactivo/a,NA,183000,Pertenece,Nacido/a en Chile,Pobreza por ingresos
13,Hombre,42,Superior completa,Ocupado/a,800000,379572,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,72,Básica incompleta,Inactivo/a,NA,488791,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,7,Básica incompleta,NA,NA,1250996,No pertenece,Nacido/a en Chile,No pobre
5,Hombre,16,Media incompleta,Inactivo/a,NA,678306,No pertenece,Nacido/a en Chile,No pobre
9,Mujer,53,Media completa,Inactivo/a,NA,212762,Pertenece,Nacido/a en Chile,No pobre
13,Mujer,75,Media completa,Ocupado/a,200000,687972,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,39,Superior incompleta,Ocupado/a,1000000,1302084,No pertenece,Nacido/a en Chile,No pobre
6,Hombre,16,Media incompleta,Inactivo/a,NA,324610,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,46,Superior incompleta,Ocupado/a,820000,1049792,Pertenece,Nacido/a en Chile,No pobre
9,Hombre,36,Superior completa,Desocupado/a,NA,196664,No pertenece,Nacido/a en Chile,Pobreza por ingresos
6,Hombre,12,Básica incompleta,NA,NA,240414,No pertenece,Nacido/a en Chile,Pobreza por ingresos
9,Mujer,77,Media completa,Inactivo/a,NA,519941,No pertenece,Nacido/a en Chile,No pobre
5,Hombre,0,Sin educación formal,NA,NA,252425,No pertenece,Nacido/a en Chile,No pobre
2,Hombre,34,Superior incompleta,Ocupado/a,900000,6348556,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,42,Superior completa,Desocupado/a,NA,500000,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,51,Superior incompleta,Ocupado/a,600000,735556,No pertenece,Nacido/a en Chile,No pobre
2,Hombre,41,Superior incompleta,Ocupado/a,800000,912222,No pertenece,Nacido/a en Chile,No pobre
16,Hombre,18,Media completa,Inactivo/a,NA,287767,No pertenece,Nacido/a en Chile,Pobreza severa
2,Mujer,35,Superior completa,Ocupado/a,2500000,1224444,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,27,Media completa,Ocupado/a,350000,287682,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,63,Superior completa,Ocupado/a,2239096,580637,No pertenece,Nacido/a en Chile,No pobre
4,Mujer,15,Media incompleta,Inactivo/a,NA,400000,No pertenece,Nacido/a en Chile,Pobreza multidimensional
5,Hombre,2,Sin educación formal,NA,NA,320000,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,33,Media completa,Ocupado/a,400000,268056,No pertenece,Nacido/a en Chile,Pobreza multidimensional
3,Hombre,59,Básica completa,Ocupado/a,1300000,1345833,No pertenece,Nacido/a en Chile,No pobre
8,Mujer,26,Media completa,Ocupado/a,300000,227714,No pertenece,Nacido/a en Chile,Pobreza por ingresos
8,Mujer,21,Superior incompleta,Inactivo/a,NA,403089,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,20,NA,Ocupado/a,500000,372867,No pertenece,NA,No pobre
15,Hombre,14,Básica incompleta,NA,NA,218224,Pertenece,Nacido/a en Chile,Pobreza multidimensional
13,Mujer,9,Básica incompleta,NA,NA,545114,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,59,Básica completa,Inactivo/a,NA,337500,No pertenece,Nacido/a en Chile,No pobre
10,Mujer,17,Media completa,Inactivo/a,NA,223213,Pertenece,Nacido/a en Chile,Pobreza por ingresos
16,Hombre,48,Media completa,Desocupado/a,NA,365552,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,22,Superior incompleta,Inactivo/a,NA,174000,No pertenece,Nacido/a en Chile,Pobreza por ingresos
13,Hombre,19,Media incompleta,Ocupado/a,550000,592222,Pertenece,Nacido/a en Chile,Pobreza multidimensional
5,Hombre,5,Sin educación formal,NA,NA,723667,No pertenece,Nacido/a en Chile,No pobre
12,Hombre,71,Básica incompleta,Ocupado/a,NA,250000,No pertenece,Nacido/a en Chile,Pobreza por ingresos
6,Hombre,28,Media incompleta,Ocupado/a,500000,308333,No pertenece,Nacido/a en Chile,Pobreza multidimensional
16,Hombre,15,Media incompleta,Inactivo/a,NA,192812,No pertenece,Nacido/a en Chile,Pobreza por ingresos
10,Mujer,4,Sin educación formal,NA,NA,234730,Pertenece,Nacido/a en Chile,Pobreza multidimensional
15,Hombre,15,Media incompleta,Inactivo/a,NA,413036,No pertenece,Nacido/a en Chile,No pobre
14,Hombre,34,Superior completa,Ocupado/a,600000,403574,No pertenece,Nacido/a en Chile,No pobre
1,Hombre,19,Superior incompleta,Inactivo/a,NA,345422,No pertenece,Nacido/a en Chile,No pobre
1,Hombre,34,Superior completa,Ocupado/a,300000,704765,No pertenece,Nacido/a en Chile,No pobre
6,Mujer,26,Básica completa,Inactivo/a,NA,80000,No pertenece,Nacido/a fuera de Chile,Pobreza severa
13,Mujer,32,Superior completa,Ocupado/a,1000000,829167,No pertenece,Nacido/a fuera de Chile,No pobre
4,Mujer,2,Sin educación formal,NA,NA,273598,No pertenece,Nacido/a en Chile,No pobre
5,Hombre,67,Básica incompleta,Inactivo/a,NA,545500,No pertenece,Nacido/a en Chile,No pobre
15,Mujer,42,Superior completa,Ocupado/a,160000,202050,No pertenece,Nacido/a en Chile,Pobreza por ingresos
16,Mujer,10,Básica incompleta,NA,NA,301128,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,54,Media completa,Desocupado/a,NA,254192,No pertenece,Nacido/a en Chile,Pobreza por ingresos
7,Hombre,57,Sin educación formal,Inactivo/a,NA,286435,No pertenece,Nacido/a en Chile,Pobreza multidimensional
13,Mujer,18,Media completa,Desocupado/a,NA,1852626,No pertenece,Nacido/a en Chile,No pobre
1,Mujer,72,Media completa,Inactivo/a,NA,680000,No pertenece,Nacido/a en Chile,No pobre
14,Hombre,30,Media completa,Ocupado/a,1500000,645958,No pertenece,Nacido/a en Chile,No pobre
3,Hombre,39,Media incompleta,Ocupado/a,43000,64821,No pertenece,Nacido/a en Chile,Pobreza severa
13,Hombre,68,Básica incompleta,Inactivo/a,NA,463000,No pertenece,Nacido/a en Chile,No pobre
10,Mujer,16,Media incompleta,Inactivo/a,NA,847083,No pertenece,Nacido/a en Chile,No pobre
5,Mujer,40,Media completa,Inactivo/a,NA,606250,No pertenece,Nacido/a en Chile,No pobre
13,Hombre,81,Superior incompleta,Ocupado/a,3000000,6837500,No pertenece,Nacido/a en Chile,No pobre
2,Mujer,71,Media incompleta,Inactivo/a,NA,365333,Pertenece,Nacido/a en Chile,No pobre
4,Hombre,84,Básica completa,Inactivo/a,NA,230443,No pertenece,Nacido/a en Chile,No pobre
9,Mujer,62,Superior completa,Inactivo/a,NA,306000,No pertenece,Nacido/a en Chile,No pobre
6,Mujer,70,Media completa,Inactivo/a,NA,756439,No pertenece,Nacido/a en Chile,No pobre
1,Hombre,48,Básica completa,Ocupado/a,600000,123000,No pertenece,Nacido/a en Chile,Pobreza severa
4,Mujer,30,Superior completa,Ocupado/a,1000000,1201294,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,36,Media completa,Desocupado/a,NA,231503,Pertenece,Nacido/a en Chile,No pobre
6,Mujer,70,Básica incompleta,Ocupado/a,20000,467786,No pertenece,Nacido/a fuera de Chile,No pobre
4,Hombre,15,Media incompleta,Inactivo/a,NA,150000,No pertenece,Nacido/a fuera de Chile,NA
16,Hombre,72,Básica incompleta,Inactivo/a,NA,422082,No pertenece,Nacido/a en Chile,No pobre
10,Mujer,63,Media completa,Inactivo/a,NA,550000,No pertenece,Nacido/a en Chile,NA
7,Mujer,44,Media completa,Inactivo/a,NA,300703,No pertenece,Nacido/a en Chile,Pobreza multidimensional
1,Hombre,36,Media incompleta,Ocupado/a,950000,276994,No pertenece,Nacido/a en Chile,Pobreza multidimensional
16,Mujer,24,Media completa,Inactivo/a,NA,250000,No pertenece,Nacido/a en Chile,NA
7,Hombre,37,Superior completa,Ocupado/a,1200000,2381667,No pertenece,Nacido/a en Chile,No pobre
7,Hombre,52,Superior completa,Ocupado/a,9000000,3900500,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,69,Superior completa,Inactivo/a,NA,940000,No pertenece,Nacido/a en Chile,No pobre
13,Mujer,22,Media completa,Inactivo/a,NA,351350,No pertenece,Nacido/a en Chile,Pobreza multidimensional
7,Mujer,15,Media incompleta,Inactivo/a,NA,176386,No pertenece,Nacido/a en Chile,Pobreza multidimensional
5,Mujer,63,Media incompleta,Inactivo/a,NA,271000,No pertenece,Nacido/a en Chile,No pobre
10,Hombre,40,Superior completa,Ocupado/a,600000,768250,No pertenece,Nacido/a en Chile,No pobre
1,Mujer,48,Superior completa,Desocupado/a,NA,250000,No pertenece,Nacido/a en Chile,Pobreza por ingresos
8,Hombre,74,Media incompleta,Inactivo/a,NA,420795,No pertenece,Nacido/a en Chile,Pobreza por ingresos
13,Hombre,30,Superior completa,Ocupado/a,300000,408496,No pertenece,Nacido/a en Chile,No pobre
1,Hombre,58,Media completa,Ocupado/a,700000,238749,No pertenece,Nacido/a en Chile,No pobre
