region,area,sexo,edad,ecivil,educc,e3,activ,o15,o10,o19,yoprcor,ypchtotcor,pobreza_severa,pueblos_indigenas,lugar_nac
13,1,1,8,NA,1,1,NA,NA,NA,NA,NA,540063,4,1,0
8,1,2,45,1,5,2,1,5,22,3,300000,479609,4,0,0
3,1,1,0,NA,0,2,NA,NA,NA,NA,NA,317545,4,0,0
4,1,2,37,1,5,2,3,NA,NA,NA,NA,298333,4,0,0
7,2,2,33,1,4,2,3,NA,NA,NA,NA,215559,2,0,0
5,1,2,59,1,3,2,1,2,21,NA,150000,502250,4,0,0
10,1,2,71,1,1,2,3,NA,NA,NA,NA,521499,4,0,0
11,1,2,1,NA,0,2,NA,NA,NA,NA,NA,603125,4,1,0
13,1,1,27,8,5,2,1,5,45,1,500000,700000,4,0,0
13,1,2,35,2,5,1,1,3,40,1,574000,424202,4,0,0
16,1,2,44,8,6,2,2,NA,NA,NA,NA,201747,2,0,0
5,2,1,5,NA,0,1,NA,NA,NA,NA,NA,499169,4,0,0
7,1,2,73,6,6,2,3,NA,NA,NA,NA,1050000,4,0,0
9,1,1,62,8,4,2,1,3,40,1,600000,1010000,4,0,0
16,1,2,29,8,6,2,1,2,5,NA,500000,482956,4,0,0
13,1,1,30,2,6,2,1,5,44,1,1770000,1391833,4,0,0
14,1,1,22,8,5,1,3,NA,NA,NA,NA,305556,4,1,0
9,2,1,20,8,4,2,2,NA,NA,NA,NA,80715,1,1,0
13,1,2,55,1,4,2,1,2,20,NA,250000,531024,4,0,0
14,1,1,50,8,3,2,1,5,45,1,500000,242623,3,0,0
2,2,1,54,5,4,2,1,5,44,3,800000,307500,4,0,1
13,1,2,19,8,5,1,3,NA,NA,NA,NA,559072,4,0,0
13,1,1,59,1,4,2,1,5,40,1,800000,1258333,4,0,0
7,1,1,31,2,4,2,1,5,44,1,560000,530000,4,0,0
5,1,2,8,NA,1,1,NA,NA,NA,NA,NA,346571,4,0,0
9,1,1,13,NA,2,1,NA,NA,NA,NA,NA,154814,2,1,0
15,1,2,62,1,4,2,3,NA,NA,NA,NA,391103,4,0,0
5,1,2,76,8,4,2,3,NA,NA,NA,NA,111315,NA,0,0
5,1,1,17,8,3,1,3,NA,NA,NA,NA,783333,NA,0,0
15,1,2,38,8,6,2,1,5,44,1,900000,790000,4,1,0
8,1,2,70,8,6,2,3,NA,NA,NA,NA,616667,4,0,0
13,1,1,51,2,2,2,1,5,45,1,500000,319098,NA,0,0
8,1,2,73,1,2,2,3,NA,NA,NA,NA,413647,4,0,0
10,1,1,77,1,3,2,3,NA,NA,NA,NA,582000,4,0,0
5,1,2,32,1,6,2,1,5,44,1,1000000,1375834,4,0,0
4,1,1,22,8,5,1,3,NA,NA,NA,NA,473333,4,0,0
3,1,1,10,NA,1,1,NA,NA,NA,NA,NA,322222,4,0,0
10,1,1,54,1,6,2,1,5,60,1,7000000,2575121,4,0,1
8,1,2,26,8,5,1,1,3,44,1,420000,511248,4,0,0
10,1,2,58,2,1,2,3,NA,NA,NA,NA,227996,4,0,0
1,1,2,58,1,5,2,3,NA,NA,NA,NA,933333,4,0,0
10,1,2,19,2,4,2,3,NA,NA,NA,NA,708333,4,0,1
13,1,1,7,NA,1,1,NA,NA,NA,NA,NA,181893,2,0,0
5,2,1,8,NA,1,1,NA,NA,NA,NA,NA,241358,4,0,0
5,1,1,61,1,1,2,3,NA,NA,NA,NA,532794,4,0,0
15,1,1,17,8,3,1,3,NA,NA,NA,NA,537081,4,1,0
7,1,1,6,NA,0,1,NA,NA,NA,NA,NA,1845000,4,0,0
13,1,1,3,NA,0,2,NA,NA,NA,NA,NA,143045,1,0,0
13,1,2,43,2,3,2,1,5,44,1,600000,415500,3,0,0
6,1,2,62,1,3,2,3,NA,NA,NA,NA,658726,4,0,0
13,1,1,29,8,4,2,1,3,48,1,800000,1058398,4,0,0
9,1,2,30,1,4,2,1,3,30,1,510000,575428,4,1,0
6,1,1,9,NA,1,1,NA,NA,NA,NA,NA,246205,3,0,0
2,1,1,45,1,4,2,1,5,84,1,700000,400000,4,0,0
13,1,1,83,1,5,2,3,NA,NA,NA,NA,900000,4,0,0
11,1,2,84,7,0,2,3,NA,NA,NA,NA,676832,4,0,0
2,1,1,3,NA,0,2,NA,NA,NA,NA,NA,290414,3,1,0
2,2,1,32,8,6,2,1,5,12,1,1000000,1383333,4,0,0
13,1,1,30,8,5,2,1,5,45,1,550000,853333,4,1,0
3,1,2,68,7,3,2,3,NA,NA,NA,NA,251300,4,0,0
5,1,1,4,NA,0,1,NA,NA,NA,NA,NA,253525,4,0,0
1,1,1,76,1,1,2,3,NA,NA,NA,NA,358500,2,0,0
13,1,2,74,6,2,2,3,NA,NA,NA,NA,671499,4,0,0
14,1,1,70,1,6,2,1,1,10,NA,450000,1473815,4,0,0
2,1,2,64,1,2,2,3,NA,NA,NA,NA,778244,4,0,0
6,1,1,16,8,3,1,3,NA,NA,NA,NA,460717,4,0,0
13,1,2,58,2,2,2,3,NA,NA,NA,NA,706219,4,0,0
16,2,1,44,1,4,2,1,5,40,1,500000,226646,4,0,0
15,1,1,27,8,5,2,1,5,84,1,550000,218224,3,1,0
2,1,1,3,NA,0,2,NA,NA,NA,NA,NA,416667,3,0,0
7,1,2,39,1,4,2,1,5,44,1,500000,388018,4,0,0
13,1,2,56,5,4,2,1,5,40,1,650000,1255000,4,0,0
6,1,1,68,1,4,2,1,5,45,1,500000,1075167,4,0,0
8,1,2,2,NA,0,1,NA,NA,NA,NA,NA,87570,1,0,0
9,1,1,47,5,4,2,1,2,15,NA,80000,280000,1,1,0
13,1,2,68,1,2,2,1,7,44,1,500000,441546,4,0,0
3,1,1,60,1,6,2,1,3,44,1,500000,452500,4,0,0
9,2,1,99,7,1,2,3,NA,NA,NA,NA,251032,3,0,0
14,1,1,70,1,1,2,3,NA,NA,NA,NA,372148,4,1,0
13,2,2,72,1,1,2,3,NA,NA,NA,NA,415714,3,0,0
15,1,1,78,1,4,2,1,3,20,1,400000,795166,4,0,0
9,1,2,28,8,6,2,2,NA,NA,NA,NA,391541,4,0,0
9,2,1,73,1,1,2,3,NA,NA,NA,NA,382019,4,1,0
8,1,1,28,8,1,2,1,5,45,3,200000,180000,1,0,0
13,1,2,63,7,6,2,3,NA,NA,NA,NA,1300000,4,0,0
7,2,1,4,NA,0,1,NA,NA,NA,NA,NA,343750,4,0,0
13,1,1,47,2,3,2,1,5,44,1,600000,760000,4,0,0
16,1,2,63,8,4,2,3,NA,NA,NA,NA,410163,4,0,0
1,1,2,32,3,6,2,3,NA,NA,NA,NA,512500,4,0,1
6,1,1,43,1,6,2,1,3,44,1,1400000,621451,4,0,0
5,1,1,42,2,6,2,1,2,45,NA,300000,192857,1,0,0
13,1,1,30,8,6,2,1,5,44,1,800000,660552,4,0,0
6,1,2,14,8,2,1,NA,NA,NA,NA,NA,319146,4,0,0
8,1,2,40,2,3,2,1,7,44,1,650000,669578,4,0,0
1,1,2,90,1,3,2,3,NA,NA,NA,NA,1051499,4,0,0
11,1,2,50,2,4,2,3,NA,NA,NA,NA,375000,NA,0,0
8,1,2,22,8,5,1,3,NA,NA,NA,NA,494608,4,0,0
12,1,1,44,1,6,2,1,4,44,1,2000000,753089,4,0,1
15,1,2,32,8,6,2,1,5,44,1,600000,349187,4,0,1
6,2,2,49,1,3,2,3,NA,NA,NA,NA,416667,4,0,0
8,1,2,9,NA,1,1,NA,NA,NA,NA,NA,770000,4,0,0
5,2,2,12,NA,1,1,NA,NA,NA,NA,NA,275622,4,0,0
5,1,2,75,1,4,2,3,NA,NA,NA,NA,477973,4,0,0
9,2,2,11,NA,1,1,NA,NA,NA,NA,NA,416667,4,1,0
13,1,2,23,8,5,1,3,NA,NA,NA,NA,566667,4,0,0
1,2,2,14,8,3,1,NA,NA,NA,NA,NA,155311,1,0,1
8,2,1,33,8,3,2,2,NA,NA,NA,NA,246898,4,0,0
14,1,2,53,5,4,2,1,2,40,NA,150000,327529,4,0,0
1,1,2,36,8,5,2,1,5,44,1,800000,371897,4,0,0
14,1,2,65,7,1,2,1,7,24,3,280000,513383,4,0,0
9,1,2,74,8,4,2,3,NA,NA,NA,NA,452707,4,0,0
7,2,2,88,7,0,2,3,NA,NA,NA,NA,260265,3,0,0
15,1,2,79,7,3,2,3,NA,NA,NA,NA,678099,4,0,0
8,1,1,67,1,4,2,3,NA,NA,NA,NA,693144,4,1,0
5,2,2,30,8,2,2,3,NA,NA,NA,NA,241358,4,0,0
9,2,2,31,1,6,2,1,5,44,1,850000,888530,4,0,0
16,2,1,52,1,2,2,1,2,44,NA,200000,312812,4,0,0
16,2,1,44,8,1,2,1,2,10,NA,120000,251305,3,0,0
13,1,2,14,8,1,1,NA,NA,NA,NA,NA,653442,4,0,0
16,1,2,60,5,2,2,1,7,35,3,460000,969889,3,0,0
10,1,2,52,1,6,2,1,5,40,1,1400000,1379000,4,0,0
1,1,2,0,NA,0,2,NA,NA,NA,NA,NA,6944,1,0,0
10,1,1,15,8,3,1,3,NA,NA,NA,NA,209395,1,0,0
8,2,2,31,2,6,2,3,NA,NA,NA,NA,376364,4,0,0
10,1,1,32,2,4,2,1,2,40,NA,NA,90521,2,1,0
6,1,1,56,1,4,2,1,1,50,NA,450000,860000,4,0,0
13,1,1,5,NA,0,1,NA,NA,NA,NA,NA,210370,2,0,0
5,1,2,36,2,6,2,1,5,43,1,500000,327084,3,0,0
13,1,1,16,8,2,1,3,NA,NA,NA,NA,225260,3,0,0
13,1,2,16,8,0,1,3,NA,NA,NA,NA,454690,3,0,0
12,1,1,30,8,4,2,1,3,40,1,500000,650000,4,1,0
8,1,2,94,7,4,2,3,NA,NA,NA,NA,388497,4,0,0
7,2,1,42,8,6,2,1,5,25,3,NA,0,2,0,0
5,2,1,80,1,4,2,3,NA,NA,NA,NA,907148,4,0,0
9,2,1,35,8,0,2,3,NA,NA,NA,NA,192106,2,1,0
7,1,1,85,1,6,2,3,NA,NA,NA,NA,499723,4,0,0
5,1,2,49,2,3,2,3,NA,NA,NA,NA,217540,2,0,0
8,2,2,54,1,4,2,3,NA,NA,NA,NA,211874,4,0,0
2,1,2,12,NA,1,1,NA,NA,NA,NA,NA,958334,4,0,0
8,1,2,26,1,6,2,1,5,44,1,520000,476842,4,0,0
8,1,1,7,NA,1,1,NA,NA,NA,NA,NA,140314,1,0,0
10,2,2,29,8,5,1,1,2,6,NA,25000,222898,2,1,0
8,1,1,59,8,1,2,3,NA,NA,NA,NA,247000,1,0,0
5,1,2,84,1,0,2,3,NA,NA,NA,NA,508250,4,0,0
12,1,2,72,2,2,2,3,NA,NA,NA,NA,483197,4,0,0
3,1,1,22,8,4,2,2,NA,NA,NA,NA,0,2,0,1
5,1,1,39,2,4,2,1,5,44,1,1200000,1055167,4,0,0
13,1,2,59,1,2,2,3,NA,NA,NA,NA,653298,4,0,0
4,1,1,9,NA,1,1,NA,NA,NA,NA,NA,215932,1,0,0
13,1,1,49,1,6,2,1,3,44,1,750000,1350000,4,0,0
13,1,2,13,NA,1,1,NA,NA,NA,NA,NA,897083,4,0,0
10,2,1,47,5,4,2,3,NA,NA,NA,NA,1100000,4,1,0
7,1,2,67,8,1,2,1,7,30,1,250000,1065189,4,0,0
13,1,1,46,2,6,2,1,2,40,NA,500000,402730,4,0,0
13,1,2,34,5,4,2,2,NA,NA,NA,NA,205000,2,0,0
8,2,2,19,8,4,1,3,NA,NA,NA,NA,271846,3,0,0
7,1,1,68,1,4,2,1,5,11,1,200000,250000,4,1,0
13,1,1,54,2,5,2,1,2,30,NA,700000,1480000,4,0,0
5,1,2,18,8,4,1,3,NA,NA,NA,NA,259375,4,0,0
3,1,2,21,8,5,1,3,NA,NA,NA,NA,287500,4,0,0
8,1,2,52,1,6,2,2,NA,NA,NA,NA,955313,4,1,0
5,1,1,71,1,6,2,3,NA,NA,NA,NA,627500,4,0,0
16,1,1,20,2,3,2,1,5,48,1,600000,395530,4,0,0
6,2,2,54,8,2,2,1,5,40,1,500000,318917,2,0,0
5,1,2,15,8,3,1,3,NA,NA,NA,NA,750000,4,0,0
9,1,2,80,7,4,2,3,NA,NA,NA,NA,727497,4,0,0
5,1,2,44,1,4,2,3,NA,NA,NA,NA,380000,4,0,0
14,2,2,30,8,4,2,1,2,35,NA,300000,337031,4,0,0
13,1,1,23,8,5,1,3,NA,NA,NA,NA,568889,4,0,0
1,1,1,11,NA,1,1,NA,NA,NA,NA,NA,1285000,4,0,0
13,1,1,56,8,4,2,1,5,45,1,500000,583333,4,0,0
10,1,1,53,2,4,2,1,1,44,NA,600000,362500,4,0,0
6,1,2,18,8,5,1,3,NA,NA,NA,NA,347638,NA,0,0
9,2,2,56,2,1,2,3,NA,NA,NA,NA,77458,2,1,0
1,1,2,57,7,2,2,1,5,44,1,450000,332000,4,0,1
13,1,1,43,1,4,2,1,5,45,3,500000,200000,1,0,1
14,1,1,33,2,6,2,1,5,43,1,1500000,1250000,NA,0,0
13,1,2,56,1,4,2,1,2,20,NA,NA,391667,3,0,0
7,1,2,87,7,6,2,3,NA,NA,NA,NA,687667,4,0,0
15,1,1,14,8,2,1,NA,NA,NA,NA,NA,209472,1,1,0
8,1,1,67,1,2,2,3,NA,NA,NA,NA,421500,4,0,0
6,2,2,94,7,3,2,3,NA,NA,NA,NA,338961,3,0,0
13,1,1,22,8,3,1,1,5,21,1,150000,292417,4,0,0
1,1,2,60,1,2,2,1,2,48,NA,100000,502500,4,1,0
16,1,2,75,8,1,2,3,NA,NA,NA,NA,349085,4,0,0
2,1,2,34,1,4,2,1,1,-88,NA,NA,481518,3,1,1
14,1,2,38,1,4,2,3,NA,NA,NA,NA,303302,4,0,0
2,1,1,10,NA,1,1,NA,NA,NA,NA,NA,142857,2,0,0
8,1,2,62,7,6,2,2,NA,NA,NA,NA,275000,1,0,0
7,1,1,66,1,0,2,3,NA,NA,NA,NA,271788,1,0,0
2,1,2,13,NA,2,1,NA,NA,NA,NA,NA,213333,2,0,0
13,1,2,32,2,6,2,1,2,44,NA,500000,516667,4,0,1
5,1,1,24,8,5,1,3,NA,NA,NA,NA,287639,4,0,0
7,1,2,93,8,1,2,3,NA,NA,NA,NA,646499,4,0,0
13,1,2,31,8,6,2,3,NA,NA,NA,NA,304139,4,1,0
10,1,2,62,5,3,2,1,2,50,NA,NA,314713,4,0,0
7,2,2,71,1,1,2,3,NA,NA,NA,NA,340590,4,0,0
16,2,1,68,1,4,2,3,NA,NA,NA,NA,580000,4,0,0
10,2,1,79,1,1,2,3,NA,NA,NA,NA,455957,4,0,0
15,1,2,70,5,1,2,3,NA,NA,NA,NA,615558,4,1,0
5,1,1,50,2,6,2,1,2,15,NA,150000,263734,4,0,0
7,1,2,12,NA,1,1,NA,NA,NA,NA,NA,320846,4,0,0
5,1,2,18,8,4,1,3,NA,NA,NA,NA,418334,2,0,0
13,1,2,21,2,3,2,3,NA,NA,NA,NA,251662,1,0,0
10,1,2,45,1,4,2,1,7,30,3,300000,525000,4,0,0
13,1,1,63,1,6,2,1,2,20,NA,500000,400000,4,0,0
6,2,1,72,1,3,2,1,5,45,3,600000,289289,4,0,0
8,1,1,47,8,4,2,3,NA,NA,NA,NA,204167,2,0,0
13,1,2,18,8,3,1,3,NA,NA,NA,NA,66667,1,0,0
13,1,2,57,2,6,2,1,3,44,1,400000,726667,4,0,0
7,1,1,20,8,5,1,3,NA,NA,NA,NA,325393,2,0,0
8,2,1,60,1,4,2,1,5,44,1,600000,272749,4,0,0
6,2,2,10,NA,1,1,NA,NA,NA,NA,NA,382902,4,0,0
16,1,1,21,8,5,1,1,5,20,1,200000,313708,4,0,0
8,1,2,2,NA,0,2,NA,NA,NA,NA,NA,316667,3,0,0
6,1,1,4,NA,0,2,NA,NA,NA,NA,NA,254050,4,0,0
6,1,2,38,1,4,2,3,NA,NA,NA,NA,275987,4,0,0
5,2,1,90,1,1,2,3,NA,NA,NA,NA,534217,4,0,0
5,1,2,71,7,3,2,3,NA,NA,NA,NA,906499,4,0,0
7,1,1,23,8,6,2,2,NA,NA,NA,NA,743056,4,0,0
7,1,2,8,NA,1,1,NA,NA,NA,NA,NA,127154,1,0,0
8,2,2,83,7,3,2,3,NA,NA,NA,NA,210000,1,0,0
6,2,1,0,NA,0,2,NA,NA,NA,NA,NA,324196,4,1,0
6,1,2,59,1,5,2,1,4,44,1,480000,648889,3,0,0
6,1,1,16,8,3,1,3,NA,NA,NA,NA,247129,3,0,0
15,1,2,33,2,3,2,3,NA,NA,NA,NA,378070,3,1,1
13,1,2,21,8,5,1,3,NA,NA,NA,NA,475000,4,1,0
16,1,2,36,8,6,2,1,3,45,1,1600000,1004119,NA,0,0
16,1,2,76,5,3,2,3,NA,NA,NA,NA,313708,4,0,0
7,1,1,34,1,4,2,1,1,44,NA,500000,377140,4,0,1
5,1,2,41,6,5,1,1,5,40,1,630000,539176,NA,0,0
6,1,1,9,NA,1,1,NA,NA,NA,NA,NA,1347222,4,0,0
13,1,1,18,8,4,1,3,NA,NA,NA,NA,538889,4,0,0
6,1,1,27,2,5,2,1,5,44,3,500000,357081,4,0,0
13,1,2,21,8,5,1,1,2,25,NA,100000,712500,4,0,0
16,2,2,14,8,2,1,NA,NA,NA,NA,NA,321667,4,0,0
13,1,1,44,1,6,2,1,3,45,1,900000,454570,4,0,0
5,1,1,79,1,4,2,3,NA,NA,NA,NA,338099,4,0,0
6,1,2,81,7,4,2,3,NA,NA,NA,NA,670500,4,0,0
5,1,2,45,5,6,2,1,5,36,1,950000,467746,4,0,0
12,2,2,41,8,6,2,1,3,60,1,2800000,3600000,4,0,0
1,2,1,25,2,1,2,2,NA,NA,NA,NA,100000,1,1,1
16,1,1,25,2,4,2,1,5,40,1,560000,867334,4,0,0
9,2,1,58,1,1,2,3,NA,NA,NA,NA,170000,2,1,0
12,1,2,63,2,2,2,3,NA,NA,NA,NA,550000,4,1,0
15,1,2,57,2,4,2,1,3,50,1,580000,498125,4,0,0
1,1,2,75,7,1,2,3,NA,NA,NA,NA,1030000,4,0,0
13,1,2,83,7,4,2,3,NA,NA,NA,NA,2500000,4,0,0
13,1,2,10,NA,1,1,NA,NA,NA,NA,NA,900307,4,0,0
8,1,2,62,1,6,2,3,NA,NA,NA,NA,865000,4,0,0
10,1,1,39,8,2,1,1,5,30,1,400000,244049,4,1,0
13,1,1,40,2,2,2,1,2,45,NA,200000,148172,2,0,0
12,1,2,9,NA,1,1,NA,NA,NA,NA,NA,830067,3,0,0
4,2,1,71,1,2,2,3,NA,NA,NA,NA,618106,4,0,0
4,1,1,21,8,5,1,3,NA,NA,NA,NA,305326,4,0,0
13,1,2,54,7,4,2,3,NA,NA,NA,NA,256470,NA,0,1
3,1,1,71,1,5,2,1,2,56,NA,600000,1061892,4,0,0
3,1,1,36,8,5,2,1,5,44,1,700000,351184,4,1,0
5,1,1,5,NA,0,1,NA,NA,NA,NA,NA,221000,4,0,0
13,1,1,47,8,6,2,1,5,60,1,2000000,1236667,4,0,0
9,2,2,14,8,2,1,NA,NA,NA,NA,NA,420000,4,0,0
6,1,2,3,NA,0,1,NA,NA,NA,NA,NA,465307,4,0,0
2,1,2,40,8,4,2,1,5,48,1,500000,357148,4,0,0
13,1,1,11,NA,1,1,NA,NA,NA,NA,NA,1408334,4,0,0
5,1,2,19,2,4,2,2,NA,NA,NA,NA,281664,1,0,0
8,2,1,60,1,1,2,1,2,44,NA,50000,416500,4,0,0
5,1,1,88,1,5,2,3,NA,NA,NA,NA,538868,4,0,0
14,2,2,19,8,5,1,3,NA,NA,NA,NA,292605,4,0,0
13,1,1,69,7,1,2,3,NA,NA,NA,NA,158672,1,0,0
5,2,2,65,1,6,2,3,NA,NA,NA,NA,932148,4,0,0
13,1,2,61,1,1,2,3,NA,NA,NA,NA,417000,3,0,0
13,1,1,5,NA,0,1,NA,NA,NA,NA,NA,342733,4,1,0
13,1,2,9,NA,1,1,NA,NA,NA,NA,NA,420000,4,0,0
13,1,2,35,8,5,2,1,3,48,1,500000,365042,4,0,0
9,1,2,37,2,4,2,1,5,40,1,550000,273576,4,0,0
7,2,2,47,1,1,2,3,NA,NA,NA,NA,785165,4,0,0
16,1,1,54,2,3,2,1,5,50,1,500000,326497,4,0,0
13,1,1,4,NA,0,1,NA,NA,NA,NA,NA,578526,4,0,0
4,2,1,39,1,6,2,1,3,50,1,3600000,1150000,4,0,0
10,1,2,40,8,6,2,1,3,48,1,1000000,1410000,4,1,0
16,2,1,48,1,2,2,1,5,44,1,500000,734167,4,0,0
5,1,2,23,2,-88,2,1,7,-88,3,300000,260000,4,0,1
16,1,2,55,1,1,2,2,NA,NA,NA,NA,226667,3,0,0
3,1,2,70,1,6,2,3,NA,NA,NA,NA,675148,4,0,0
7,1,1,19,8,4,1,3,NA,NA,NA,NA,86528,2,0,0
9,2,2,30,8,6,2,1,3,40,1,800000,529271,4,1,0
8,1,1,11,NA,1,1,NA,NA,NA,NA,NA,1150000,4,0,0
8,1,1,15,8,3,1,3,NA,NA,NA,NA,437679,4,0,0
15,1,2,41,5,4,2,1,2,20,NA,400000,665000,4,1,0
5,1,1,42,1,4,2,1,5,44,1,500000,293250,4,0,-88
13,1,2,24,8,6,2,1,4,40,3,300000,264050,3,0,1
5,1,1,32,2,3,2,2,NA,NA,NA,NA,25000,1,0,0
2,1,1,10,NA,1,1,NA,NA,NA,NA,NA,150000,2,0,0
10,2,2,28,8,6,2,2,NA,NA,NA,NA,825000,4,0,0
10,1,1,24,8,4,2,1,5,32,1,300000,212148,4,1,0
5,1,1,34,8,6,2,1,2,6,NA,NA,199196,1,0,0
5,1,1,45,2,4,2,1,5,45,1,500000,391024,4,0,0
6,2,2,74,8,2,2,3,NA,NA,NA,NA,480511,4,0,0
9,2,2,30,2,6,2,3,NA,NA,NA,NA,307000,4,1,0
7,1,1,65,1,6,2,1,5,44,1,2300000,1166667,4,0,0
4,1,2,3,NA,0,1,NA,NA,NA,NA,NA,75000,1,0,0
9,1,1,36,2,6,2,1,5,40,1,600000,437056,4,1,0
7,1,2,7,NA,1,1,NA,NA,NA,NA,NA,228284,2,0,0
1,1,1,60,1,4,2,3,NA,NA,NA,NA,267750,1,1,0
1,1,2,66,2,4,2,3,NA,NA,NA,NA,771060,4,0,0
1,1,2,3,NA,0,1,NA,NA,NA,NA,NA,267750,1,0,0
13,1,1,26,8,5,2,1,2,1,NA,100000,287500,4,0,0
1,1,1,24,8,5,1,3,NA,NA,NA,NA,649278,4,0,0
9,1,1,52,1,4,2,1,5,44,1,800000,275228,4,1,0
8,1,2,54,8,4,2,1,7,20,1,250000,316453,4,0,0
3,1,1,4,NA,0,1,NA,NA,NA,NA,NA,591667,4,0,0
5,1,2,59,2,6,2,1,5,30,1,800000,778574,4,0,0
13,1,2,54,1,3,2,1,2,44,NA,100000,375000,4,0,0
5,1,2,12,NA,1,1,NA,NA,NA,NA,NA,256793,4,0,0
8,2,1,19,8,5,1,3,NA,NA,NA,NA,370246,4,0,0
12,2,2,58,1,4,2,3,NA,NA,NA,NA,1466667,4,0,0
5,1,2,24,8,3,2,1,2,30,NA,100000,166074,3,0,0
13,1,1,8,NA,1,1,NA,NA,NA,NA,NA,148172,2,0,0
14,2,2,63,1,4,2,3,NA,NA,NA,NA,256561,3,0,0
9,1,2,28,2,3,2,1,5,44,3,600000,280000,4,0,1
8,1,2,40,8,6,2,1,3,44,1,700000,510857,4,0,0
13,1,2,37,8,5,1,1,3,45,1,800000,460827,4,0,0
13,2,1,48,2,3,2,1,1,45,NA,800000,321357,4,0,0
5,1,2,6,NA,1,1,NA,NA,NA,NA,NA,466667,4,0,0
5,1,1,7,NA,1,1,NA,NA,NA,NA,NA,305301,4,0,0
1,1,1,4,NA,0,2,NA,NA,NA,NA,NA,766667,4,0,0
5,1,1,33,2,4,2,1,3,48,1,600000,437500,4,0,0
5,1,1,72,8,4,2,1,5,30,3,400000,616667,4,0,0
9,1,1,54,5,4,2,1,5,44,1,700000,564167,4,0,0
6,1,1,13,NA,2,1,NA,NA,NA,NA,NA,461288,4,0,0
13,1,2,35,1,6,2,1,5,45,1,800000,428904,4,0,0
5,1,2,16,8,3,1,3,NA,NA,NA,NA,354342,3,0,0
13,1,2,64,7,6,2,1,5,40,1,600000,882500,4,0,0
5,1,1,12,NA,1,1,NA,NA,NA,NA,NA,350278,4,0,0
9,1,2,50,8,4,2,3,NA,NA,NA,NA,265314,2,1,0
8,2,1,38,1,1,2,2,NA,NA,NA,NA,130212,1,1,0
14,2,1,30,8,4,2,1,5,44,1,375000,370556,4,1,0
3,1,2,42,8,5,1,1,5,44,1,900000,600000,4,1,0
13,2,1,56,5,4,2,1,5,40,3,260000,260000,2,0,0
13,1,1,63,1,4,2,3,NA,NA,NA,NA,490000,4,0,0
12,1,2,90,7,1,2,3,NA,NA,NA,NA,756946,4,0,0
13,1,1,15,8,3,1,3,NA,NA,NA,NA,872483,4,1,0
7,2,1,54,1,2,2,1,2,72,NA,NA,170667,2,0,0
12,1,2,12,NA,1,1,NA,NA,NA,NA,NA,593667,4,0,0
1,1,2,24,8,5,2,3,NA,NA,NA,NA,195357,1,0,0
8,2,2,44,2,4,2,3,NA,NA,NA,NA,239484,4,1,0
15,1,2,53,8,4,2,2,NA,NA,NA,NA,807500,4,0,0
8,1,2,3,NA,0,2,NA,NA,NA,NA,NA,450000,3,0,0
9,1,1,46,1,2,2,1,5,44,1,630000,229063,4,0,0
12,1,1,25,3,3,2,1,8,44,1,1250000,1202292,4,0,0
13,1,1,46,1,4,2,1,2,70,NA,500000,724584,4,0,0
5,1,2,60,1,3,1,3,NA,NA,NA,NA,430000,4,0,0
3,1,2,8,NA,1,1,NA,NA,NA,NA,NA,450000,4,0,0
3,1,1,49,8,1,2,1,5,44,2,530000,530000,4,0,0
5,1,1,33,1,6,2,1,5,50,1,2000000,1600000,4,0,1
3,1,2,56,2,3,2,1,4,44,1,280000,380660,4,0,0
7,1,2,61,1,4,2,3,NA,NA,NA,NA,106667,1,0,0
13,1,2,32,1,4,2,3,NA,NA,NA,NA,207500,2,0,1
10,2,1,64,2,4,2,1,2,12,NA,100000,144443,2,0,0
13,1,1,85,7,0,2,1,2,15,NA,200000,249177,3,0,0
8,1,2,41,8,4,2,2,NA,NA,NA,NA,182968,2,0,0
13,1,2,4,NA,0,1,NA,NA,NA,NA,NA,612533,4,0,0
5,1,2,10,NA,1,1,NA,NA,NA,NA,NA,282558,2,0,0
13,1,2,24,8,6,2,1,5,45,1,600000,426385,4,0,0
13,1,1,34,1,5,2,1,5,44,1,727000,501083,4,0,1
13,1,1,19,8,5,1,3,NA,NA,NA,NA,593750,4,0,0
2,1,2,40,3,6,2,1,5,42,1,600000,379500,4,0,1
13,1,1,28,8,4,2,1,5,44,3,500000,547500,4,0,1
3,1,2,28,8,4,2,3,NA,NA,NA,NA,71432,2,0,0
16,2,1,32,8,2,2,1,5,48,3,NA,155142,1,0,0
5,1,2,64,7,1,2,3,NA,NA,NA,NA,905208,4,0,0
5,2,1,48,1,4,2,1,5,44,1,800000,800000,4,0,0
10,2,2,15,8,3,1,3,NA,NA,NA,NA,397370,3,1,0
16,1,1,28,8,4,2,1,5,44,1,640000,930833,4,0,0
15,2,2,12,NA,1,1,NA,NA,NA,NA,NA,359478,4,1,0
8,1,2,46,5,4,2,1,5,20,1,300000,355068,4,0,0
8,1,1,31,8,5,2,1,2,28,NA,400000,1000000,4,0,0
8,1,1,21,8,5,1,3,NA,NA,NA,NA,513099,4,0,0
13,1,1,54,1,2,2,1,5,44,1,500000,434003,4,0,0
15,1,2,8,NA,1,1,NA,NA,NA,NA,NA,163623,3,1,0
5,1,1,38,1,4,2,2,NA,NA,NA,NA,125000,1,0,1
9,2,1,34,8,3,2,2,NA,NA,NA,NA,250000,1,1,0
